number_of_rooms,floor,area,address,date,price
3,4,67.0,84 мкр,01.02.2022 11:24,520000
1,14,64.0,Кохи Борбад,01.02.2022 11:19,254240
1,1,40.0,92 мкр,01.02.2022 11:12,421800
2,3,56.0,Фирдавси,01.02.2022 11:10,420000
2,2,67.0,91 мкр,01.02.2022 11:10,454800
3,12,80.0,102мкр,01.02.2022 11:07,591245
2,12,83.0,,01.02.2022 11:06,445000
2,7,65.0,Садбарг,01.02.2022 11:06,690000
1,18,64.0,Караболо Исмаилитский центр,01.02.2022 11:06,331000
1,6,86.0,Спартак,01.02.2022 11:06,745000
1,8,64.0,Ашан,01.02.2022 11:06,478400
3,2,131.0,Поворот аэропорта,01.02.2022 11:04,1035000
4,15,218.0,,01.02.2022 11:04,1880000
4,5,125.0,,01.02.2022 11:03,862000
4,8,120.0,Зарафшон,01.02.2022 10:58,690000
2,2,51.0,Фирдавси,01.02.2022 10:54,445000
2,14,98.0,,01.02.2022 10:46,617000
2,2,60.0,84 мкр,01.02.2022 10:45,500000
2,11,79.0,гранд отель,01.02.2022 10:44,576000
3,4,68.0,82 мкр,01.02.2022 10:43,535000
3,2,78.0,104мкр,01.02.2022 10:42,558000
1,5,50.0,Исмоили Сомонӣ,01.02.2022 10:40,370000
3,3,57.0,,01.02.2022 10:35,500000
3,5,63.0,Сино-2,01.02.2022 10:21,455000
3,7,100.0,Мост Аэропорта,01.02.2022 10:18,740000
3,3,68.0,104 мкр,01.02.2022 10:16,501600
4,1,80.0,112 мкр,01.02.2022 10:11,650000
3,14,101.0,Гулистон,01.02.2022 10:09,420000
2,3,65.0,92 мкр,01.02.2022 10:00,570000
4,2,140.0,112 мкр,01.02.2022 09:39,1564000
3,6,100.0,Филармония,01.02.2022 09:39,852000
3,2,115.0,Голубой экран,01.02.2022 09:36,1134000
6,10,200.0,Филармония,01.02.2022 09:35,1560000
1,9,49.0,Шохмансур,01.02.2022 09:31,250268
3,5,75.0,Испечак 2,01.02.2022 09:26,627000
1,13,54.0,Повороти Аэропорт,01.02.2022 09:25,342000
2,4,55.0,,01.02.2022 09:18,535800
2,14,77.0,,01.02.2022 09:18,456456
3,2,90.0,,01.02.2022 09:16,684000
4,8,100.0,101 мкр,01.02.2022 09:14,694180
2,6,74.0,91мкр,01.02.2022 09:13,647520
3,12,76.0,Испечак,01.02.2022 09:12,475000
3,7,70.0,,01.02.2022 09:11,741000
3,4,60.0,,01.02.2022 09:11,473000
2,3,75.0,103мкр,01.02.2022 09:10,558600
2,4,45.0,91мкр,01.02.2022 09:09,415370
3,2,74.0,92мкр,01.02.2022 09:06,649800
2,15,50,,01.02.2022 09:04,512100
2,16,50.0,Поворот Аэропорта,01.02.2022 09:03,604000
3,3,174.0,Перекрёсток Скорой Помощи,01.02.2022 09:02,1225500
3,9,93.0,Фирдавси,01.02.2022 09:02,513000
2,12,82.0,,01.02.2022 09:02,990000
2,10,90.0,И.Сомони,01.02.2022 09:01,1350000
2,5,54.0,,01.02.2022 08:59,558000
3,18,145.0,Спартак,01.02.2022 08:58,1653000
3,8,100.0,Колхоз Россия,01.02.2022 08:58,779000
4,11,140.0,,01.02.2022 08:58,798000
3,4,70.0,,01.02.2022 08:54,580000
1,8,45.0,Зарафшон-2,01.02.2022 08:48,349000
4,3,150.0,112 мкр,01.02.2022 08:29,2025000
3,3,108.0,Шохмансур,01.02.2022 08:23,1360000
2,10,50,,01.02.2022 08:17,549000
3,11,81.0,Сино,01.02.2022 08:15,399000
3,11,107.0,Шохмансур,01.02.2022 08:15,676800
3,4,60.0,Нохияй Фирдавси Кучай Борбад,01.02.2022 07:56,466000
3,1,63.0,Сино,01.02.2022 07:53,545000
2,1,65.0,,01.02.2022 07:46,357000
3,10,102.0,Хитой бозор,01.02.2022 07:14,370464
3,4,65.0,Фирдавси,01.02.2022 06:58,520000
5,9,50,,01.02.2022 06:52,689700
5,2,100.0,Фирдавси,01.02.2022 06:37,750000
2,5,77.0,Сино,01.02.2022 06:31,420000
2,3,45.0,Сино ул. Хучанди д. 18 ориентир кинотеатр Орлёнок,01.02.2022 02:59,430000
1,3,40.0,92 мкр кафе суман,01.02.2022 02:04,417000
2,2,64.0,Зарафшон,01.02.2022 00:36,440000
3,2,68.0,92мкр,01.02.2022 00:26,680000
2,2,44.0,Аэропорт,01.02.2022 00:14,385000
3,8,85.0,Сино 1,01.02.2022 00:12,720000
1,5,48.0,Шохмансур,31.01.2022 23:56,341000
2,12,105.0,Шохмансур,31.01.2022 23:55,1244000
5,3,50,,31.01.2022 23:49,840000
2,12,54.0,46 мкр,31.01.2022 23:42,450000
2,11,63.0,Шохмансур,31.01.2022 23:26,287280
3,10,108.0,Дом Печать,31.01.2022 23:18,670000
3,15,50,,31.01.2022 23:12,504906
3,5,87.0,Сомони,31.01.2022 23:03,900000
3,9,90.0,зарафшон,31.01.2022 22:59,788900
2,3,58.0,проспект Айни,31.01.2022 22:58,813600
2,3,90.0,проспект Айни,31.01.2022 22:57,1231200
2,3,90.0,проспект Айни,31.01.2022 22:57,1231200
3,11,130.0,,31.01.2022 22:57,889200
3,5,80.0,,31.01.2022 22:46,627000
3,12,73.0,Парк Айни,31.01.2022 22:45,410000
2,3,50.0,Хитойбозор,31.01.2022 22:42,225325
2,1,40.0,Фирдавси,31.01.2022 22:41,355000
4,5,76.0,Фирдавси,31.01.2022 22:36,550000
2,4,51.0,Сомони,31.01.2022 22:34,499000
1,1,35.0,Диагностика,31.01.2022 22:33,260000
2,3,68.0,Гипрозем точирон,31.01.2022 22:13,390000
4,4,85.0,Фирдавси,31.01.2022 21:56,570000
2,3,49.0,Пости Чимтеппа,31.01.2022 21:52,175000
2,5,80.0,Пединститут,31.01.2022 21:50,290000
1,7,50.0,Вахдат,31.01.2022 21:33,110000
2,10,81.0,Спартак,31.01.2022 21:31,810000
3,1,52.0,Аэропорт,31.01.2022 21:20,510000
1,2,32.0,Фирдавси,31.01.2022 21:20,210000
2,4,55.0,,31.01.2022 21:18,560000
2,2,48.0,Ориентир Молодежный театр,31.01.2022 21:04,435000
2,2,36.0,,31.01.2022 20:55,375000
4,6,185.0,Дом Печати,31.01.2022 20:42,2000000
2,11,76.0,Шохмансур,31.01.2022 20:38,638400
3,6,112.0,82 мкр,31.01.2022 20:37,1254000
3,4,112.0,Хилтон,31.01.2022 20:30,880000
3,11,93.0,Ваҳдат,31.01.2022 20:22,250000
3,9,114.0,Шохмансур,31.01.2022 20:21,389880
2,2,54.0,Фирдaвси,31.01.2022 20:09,265000
2,8,60.0,Зарафшон,31.01.2022 20:08,470000
5,15,255.0,Сино,31.01.2022 19:54,2950000
2,3,52.0,Книжный Мир,31.01.2022 19:54,522000
3,7,138.0,,31.01.2022 19:52,1271000
2,8,58.0,ул Пушкина,31.01.2022 19:51,562000
2,14,62.0,,31.01.2022 19:51,319000
5,8,114.0,46 мкр,31.01.2022 19:50,800000
2,9,75.0,Сино,31.01.2022 19:47,595000
1,12,45.0,Фирдавси,31.01.2022 19:36,203000
4,5,50,,31.01.2022 19:29,1550000
1,8,60.0,,31.01.2022 19:20,310000
2,2,40.0,Шахраки нефтяник доми 8,31.01.2022 19:10,170000
3,9,107.0,И. Сомони,31.01.2022 18:59,1197000
2,5,56.0,Шохмансур,31.01.2022 18:58,300000
1,15,42.0,Фирдавси,31.01.2022 18:53,220000
2,2,78.0,92мкр,31.01.2022 18:43,638000
2,13,69.0,,31.01.2022 18:41,195000
3,3,96.0,112 мкр,31.01.2022 18:40,853000
2,16,63.0,,31.01.2022 17:58,310000
2,18,96.0,Сино,31.01.2022 17:53,420000
2,10,114.0,Шохмансур,31.01.2022 17:52,650000
2,4,40.0,,31.01.2022 17:52,340000
4,4,86.0,Шохмансур,31.01.2022 17:51,570000
2,7,50.0,Фирдавси,31.01.2022 17:38,240000
1,4,50,,31.01.2022 17:23,175000
5,15,118.0,Напротив Налоговой Шохмансура,31.01.2022 17:16,814200
2,7,89.0,Ориентир Новый Пайкар,31.01.2022 17:08,655040
5,18,103.0,Ориентир бывший Бизнес Центр SAS,31.01.2022 17:02,710700
4,1,80.0,104 мкр,31.01.2022 17:01,565000
3,15,63.0,н.Фирдавси,31.01.2022 16:59,520000
3,3,57.0,Фирдавси,31.01.2022 16:54,450000
2,16,67.0,82,31.01.2022 16:47,277000
3,6,98.0,Ориентир улица Чехова,31.01.2022 16:38,799680
2,2,36.0,Шохмансур,31.01.2022 16:35,280000
1,2,30.0,Шохмансур,31.01.2022 16:33,340000
1,5,47.0,Мардон,31.01.2022 16:18,350000
2,4,60.0,61 мкр,31.01.2022 16:08,420000
3,6,80.0,Шохмансур,31.01.2022 16:07,965000
1,10,50.0,Сино,31.01.2022 15:58,220000
3,12,50,,31.01.2022 15:55,900000
3,4,97.0,Поворот Аэропорта,31.01.2022 15:51,750000
4,2,130.0,Ориентир Ресторан Гулдаста,31.01.2022 15:51,1280530
4,4,170.0,Гранд отель,31.01.2022 15:42,1415000
2,20,55.0,Зарафшон,31.01.2022 15:38,160000
2,2,50.0,Филармония,31.01.2022 15:38,440000
2,5,52.0,Шохмансур,31.01.2022 15:38,325000
3,19,143.0,Дом Печати,31.01.2022 15:16,648000
3,1,50,,31.01.2022 15:14,218000
2,6,64.0,Гипрозем,31.01.2022 15:11,380000
5,13,172.0,Ориентир Хадамоти давлатии оташнишони,31.01.2022 14:48,1107680
5,17,108.0,Ориентир Торгово - Жилой Комплекс Ватан,31.01.2022 14:42,745200
3,9,70.0,Политехникум,31.01.2022 14:40,385000
1,7,55.0,Зарнисор,31.01.2022 14:40,230000
3,9,92.0,92 мкр,31.01.2022 14:39,848000
2,10,90.0,Спартак,31.01.2022 14:32,698000
3,2,130.0,улица Сино,31.01.2022 14:22,1270750
2,12,74.0,Шохмансур,31.01.2022 14:22,650000
2,6,76.0,Сомони,31.01.2022 14:18,480000
3,11,90.0,Колхоз Россия,31.01.2022 14:07,536000
3,10,118.0,Ориентир Новое Турецкое кафе,31.01.2022 14:07,800630
1,7,64.0,Ориентир Наппротив Минтранса,31.01.2022 14:02,471040
2,6,50.0,Фирдавси,31.01.2022 13:56,243000
1,1,33.0,Сино,31.01.2022 13:53,240000
4,10,119.0,Ориентир Бывший Магазин Камолот,31.01.2022 13:48,807420
2,3,50.0,Фирдавси,31.01.2022 13:48,250000
2,2,50.0,Сино Юсуф Вафо,31.01.2022 13:43,330000
2,9,54.0,,31.01.2022 13:27,649900
2,3,47.0,112 мкр,31.01.2022 13:08,434000
2,3,37.0,Политехникум,31.01.2022 13:07,370000
2,3,75.0,Шохмансур,31.01.2022 12:57,548000
2,9,141.0,Шохмансур,31.01.2022 12:56,835000
3,9,164.0,Шохмансур,31.01.2022 12:55,970000
2,9,95.0,Шохмансур,31.01.2022 12:54,565000
1,4,33.0,Гипрозем,31.01.2022 12:54,320000
5,1,90.0,Сино 2,31.01.2022 12:53,680000
1,6,51.0,,31.01.2022 12:47,434000
4,9,104.0,И.Сомони,31.01.2022 12:47,620000
3,6,117.0,Сино,31.01.2022 12:41,333000
2,3,60.0,Фирдавси,31.01.2022 12:39,650000
2,3,108.0,112 мкр,31.01.2022 12:33,570000
3,6,82.0,18мкр,31.01.2022 12:25,320000
3,3,62.0,Сино,31.01.2022 12:19,536700
5,8,209.0,Сино,31.01.2022 12:18,1243000
2,2,40.0,Аэропорт,31.01.2022 12:16,340000
2,3,53.0,Айни,31.01.2022 12:15,700000
4,4,100.0,31 мкр,31.01.2022 12:04,700000
3,8,83.0,Сино,31.01.2022 11:59,800000
3,5,114.0,Шевченко,31.01.2022 11:53,1130000
3,8,84.0,112 мкр,31.01.2022 11:51,570000
3,13,78.0,Гранд отель,31.01.2022 11:46,670000
3,3,90.0,Шохмансур,31.01.2022 11:44,685000
3,6,136.0,8 марта,31.01.2022 11:28,1116000
1,4,48.0,Сино,31.01.2022 11:09,460000
5,1,96.0,Сино,31.01.2022 11:05,695000
3,4,56.0,,31.01.2022 11:05,490000
3,3,54.0,Сино,31.01.2022 10:59,533000
3,2,107.0,Фирдавси,31.01.2022 10:56,1130000
3,3,87.0,Таджикский национальный институт,31.01.2022 10:55,810000
2,7,77.0,Ориентир Новый Пайкар,31.01.2022 10:46,566720
2,8,76.0,И. Сомони,31.01.2022 10:45,625000
2,6,50.0,,31.01.2022 10:44,255000
1,7,58.0,Зарафшон,31.01.2022 10:38,210000
1,6,58.0,83 мкр,31.01.2022 10:36,363660
2,9,96.0,83 мкр,31.01.2022 10:34,547200
1,16,58.0,83 мкр,31.01.2022 10:32,264480
1,13,58.0,83 мкр,31.01.2022 10:30,297540
2,4,60.0,103мкр пушти Сияариён,31.01.2022 10:30,420000
2,7,71.0,Сино,31.01.2022 10:26,316000
3,13,74.0,,31.01.2022 10:24,500000
1,4,37.0,Гипрозем,31.01.2022 10:23,189810
1,10,41.0,Гипрозем,31.01.2022 10:20,186960
2,1,46.0,,31.01.2022 10:16,330000
4,8,90.0,МЖК,31.01.2022 10:15,770000
2,1,60.0,Испечак -1,31.01.2022 10:14,370500
1,3,42.0,101мкр,31.01.2022 10:13,331000
2,5,58.0,Испечак -2,31.01.2022 10:12,399000
1,8,49.0,Военный городок,31.01.2022 10:11,398000
2,5,86.0,Зарафшон,31.01.2022 10:11,546000
2,2,60.0,92 мкр,31.01.2022 10:10,454000
2,4,55.0,Филармония,31.01.2022 10:09,510000
2,9,56.0,Фирдавси,31.01.2022 10:07,440000
3,6,76.0,33 мкр,31.01.2022 10:01,472000
2,3,58.0,Филармония,31.01.2022 09:58,480000
1,5,57.0,Сино,31.01.2022 09:58,334000
1,10,59.0,Сино,31.01.2022 09:57,149999
6,11,320.0,82 мкр,31.01.2022 09:56,1490000
4,5,80.0,Зарафшон,31.01.2022 09:56,477500
2,14,77.0,Зарафшон,31.01.2022 09:56,320000
3,3,80.0,Зарафшон,31.01.2022 09:54,592000
3,6,120.0,Зарафшон,31.01.2022 09:53,763000
2,0,52.0,Зарафшон,31.01.2022 09:52,250000
3,10,64.0,92 мкр,31.01.2022 09:41,315000
2,6,50,,31.01.2022 09:34,305000
1,6,50.0,Шохмансур,31.01.2022 09:33,510000
4,2,84.0,,31.01.2022 09:13,630000
2,3,52.0,104мкр,31.01.2022 09:13,285000
1,13,50.0,Шохмансур,31.01.2022 08:56,335000
2,11,82.0,Зарафшон 2,31.01.2022 08:42,230000
4,3,76.0,Сино,31.01.2022 08:32,680000
2,13,99.0,Поворот Скорой Помощи,31.01.2022 08:25,584000
2,6,72.0,,31.01.2022 08:25,798000
3,16,112.0,,31.01.2022 08:25,536000
1,5,50,,31.01.2022 08:25,155000
2,8,68.0,,31.01.2022 08:25,775000
3,11,96.0,Дом печать,31.01.2022 08:24,1380000
1,7,49.0,,31.01.2022 08:24,475000
3,7,120.0,,31.01.2022 08:24,1159200
1,10,56.0,Голубой экран,31.01.2022 08:24,332000
4,10,133.0,,31.01.2022 08:23,1596000
1,4,33.0,Гипрозем,31.01.2022 08:15,320000
4,1,65.0,,31.01.2022 08:15,600000
2,5,60.0,46мкр,31.01.2022 08:07,450000
4,12,117.0,Садбарг,31.01.2022 07:45,700000
2,13,71.0,Сино,31.01.2022 07:43,400000
4,1,72.0,,31.01.2022 07:43,500000
2,11,50.0,Фирдавси,31.01.2022 07:38,300000
3,3,138.0,JYSK,31.01.2022 07:32,1718000
2,7,50,,31.01.2022 07:29,550000
2,5,50,,31.01.2022 07:04,515000
2,7,88.0,Айни,31.01.2022 07:04,740000
3,2,94.0,Караболо,31.01.2022 06:28,525000
2,12,125.0,Сельхоз,31.01.2022 06:26,1824000
2,10,50,,31.01.2022 06:15,550000
5,1,80.0,Зарафшон,31.01.2022 06:15,640000
2,6,71.0,Мед Городок,31.01.2022 06:14,809400
2,4,48.0,Сино 1,31.01.2022 01:40,380000
4,2,84.0,Диагностика,31.01.2022 01:36,690000
4,7,108.0,Сино,31.01.2022 00:58,720000
3,5,81.0,,31.01.2022 00:00,477000
4,14,118.0,Шохмансур,30.01.2022 23:57,750000
3,5,50,,30.01.2022 23:46,515000
2,12,78.0,Центр,30.01.2022 23:34,492350
1,11,68.0,Центр,30.01.2022 23:34,428230
3,18,82.0,Зарафшон-зарнисор,30.01.2022 23:33,160000
3,5,67.0,92 мкр,30.01.2022 23:08,757000
1,1,38.0,Корвон гравзавод,30.01.2022 22:51,180000
3,3,55.0,102 мкр,30.01.2022 22:31,627000
3,4,59.0,Сино,30.01.2022 22:20,500000
2,11,70.0,Испечак 2,30.01.2022 22:04,350000
4,10,150.0,,30.01.2022 22:00,2000000
1,7,54.0,Зарнисор,30.01.2022 21:47,160000
3,4,65.0,Сино,30.01.2022 21:35,500000
3,13,50,,30.01.2022 21:31,450000
2,5,78.0,Фирдавси,30.01.2022 21:30,477000
2,5,34.0,Мавлоно масчид,30.01.2022 21:29,190000
3,4,56.0,Фирдавси,30.01.2022 21:28,460000
2,3,58.0,Док. кинотеатр Зебунисо,30.01.2022 20:52,329000
1,4,44.0,ул. Кахорова,30.01.2022 20:50,230000
1,3,50,,30.01.2022 20:36,235000
3,12,93.0,112 мкр,30.01.2022 20:32,515000
1,3,30.0,,30.01.2022 20:12,258000
1,1,37.0,Зарафшон,30.01.2022 19:59,285000
3,11,140.0,82мкр,30.01.2022 19:56,910000
3,1,80.0,,30.01.2022 19:55,400000
3,6,80.0,33мкр,30.01.2022 19:55,570000
2,1,62.0,,30.01.2022 19:42,214000
1,10,54.0,Фирдавси,30.01.2022 19:41,220000
5,3,92.0,Зарафшон,30.01.2022 19:31,600000
2,10,77.0,Фирдавси,30.01.2022 19:24,355000
1,3,26.0,Айни 108,30.01.2022 19:18,190000
3,15,127.0,И. Сомони,30.01.2022 19:18,946200
3,4,86.0,Зарнисор,30.01.2022 19:11,600000
1,2,42.0,,30.01.2022 19:09,285000
3,2,68.0,Шохмансур,30.01.2022 19:07,488000
2,5,58.0,Ахрора Мухторава,30.01.2022 18:38,300000
2,11,50.0,Цирк,30.01.2022 18:38,400000
1,3,38.0,82мкр,30.01.2022 18:37,395500
2,12,57.0,Шохмансур,30.01.2022 18:34,390000
2,12,50,,30.01.2022 18:34,555000
2,2,78.0,Шохмансур,30.01.2022 18:28,500000
3,12,85.0,Аэропорт,30.01.2022 18:22,1725000
3,6,90.0,101 мкр,30.01.2022 18:22,850000
1,10,48.0,н.Шохмансур,30.01.2022 18:21,225000
3,2,65.0,103 мкр,30.01.2022 18:02,495000
2,16,67.0,Шохмансур,30.01.2022 17:56,390000
3,3,57.0,Гипрозем,30.01.2022 17:46,510000
3,1,70.0,Сино,30.01.2022 17:43,500000
3,16,67.0,Шохмансур,30.01.2022 17:38,370000
3,2,57.0,Вокзал,30.01.2022 17:24,408000
2,9,58.0,Сино,30.01.2022 17:04,398500
3,5,65.0,Cино,30.01.2022 17:03,630000
5,2,100.0,92 мкр,30.01.2022 16:58,1100000
2,2,52.0,92 мкр,30.01.2022 16:57,465000
2,4,48.0,46 мкр,30.01.2022 16:47,400000
1,2,46.0,91мкр,30.01.2022 16:27,380000
2,4,43.0,Сино,30.01.2022 16:27,420000
5,2,98.0,,30.01.2022 16:20,645000
2,7,45.0,Фирдавси,30.01.2022 16:19,370000
1,3,30.0,46 мкр,30.01.2022 16:11,230000
1,2,38.0,Гулистон,30.01.2022 16:02,350000
2,4,48.0,46 мкр,30.01.2022 16:00,410000
1,5,50.0,Сино,30.01.2022 15:56,340000
2,4,46.0,Гипрозем,30.01.2022 15:48,370000
2,15,50,,30.01.2022 15:44,512000
5,4,165.0,Исмоили Сомони,30.01.2022 15:40,2100000
2,5,54.0,Молодежный театр,30.01.2022 15:40,600000
1,4,50,,30.01.2022 15:38,275000
2,11,56.0,Исмоили Сомони,30.01.2022 15:23,639000
1,4,29.0,103 мкр,30.01.2022 15:22,230000
2,12,79.0,,30.01.2022 15:11,450000
3,1,54.0,Сино,30.01.2022 15:08,620377
2,4,54.0,Фирдавси,30.01.2022 14:56,445000
1,6,45.0,Сино,30.01.2022 14:54,426000
3,14,80.0,испечак 2,30.01.2022 14:49,535000
2,2,56.0,92мкр,30.01.2022 14:42,456000
2,12,67.0,46 мкр,30.01.2022 14:41,373000
2,4,50,,30.01.2022 14:33,300000
1,10,45.0,Аэропорт,30.01.2022 14:20,370000
3,9,90.0,112 мкр,30.01.2022 14:04,700000
4,15,150.0,Шохмансур,30.01.2022 14:04,1133000
4,3,58.0,И. Сомони,30.01.2022 13:51,650000
2,7,74.0,Шохмансур,30.01.2022 13:41,820000
1,3,38.0,Рудаки,30.01.2022 13:37,230000
2,8,73.0,,30.01.2022 13:33,1004000
1,16,58.0,Хилтон,30.01.2022 13:32,279000
1,12,62.0,,30.01.2022 13:32,305000
3,9,90.0,напротив ТЦ Саодат,30.01.2022 13:32,741000
3,17,102.0,,30.01.2022 13:32,471000
1,15,50.0,Сельхоз,30.01.2022 13:32,373000
2,7,79.0,Поворот Аэропорта,30.01.2022 13:32,718200
3,12,98.0,Сзади Ашана,30.01.2022 13:32,1083000
3,15,188.0,,30.01.2022 13:32,900100
5,8,163.0,Роддом 2,30.01.2022 13:32,1023000
3,4,105.0,Аэропорт,30.01.2022 13:32,1596000
1,9,50,,30.01.2022 13:30,326000
2,1,45.0,Фирдавси,30.01.2022 13:28,235000
2,9,61.0,Военный городок,30.01.2022 13:25,300000
3,6,93.0,Шохмансур,30.01.2022 13:19,845000
2,6,95.0,,30.01.2022 13:18,755800
5,1,85.0,112 мкр,30.01.2022 13:04,660000
2,4,47.0,Сино 2,30.01.2022 13:04,455000
3,3,145.0,Исмоили Сомони,30.01.2022 13:03,1157100
2,3,53.0,Аэропорт,30.01.2022 13:02,543000
1,6,47.0,Шохмансур,30.01.2022 12:46,390000
2,11,76.0,Шохмансур,30.01.2022 12:43,700000
1,5,67.0,Филармония,30.01.2022 12:33,418000
1,14,70.0,Филармония,30.01.2022 12:33,356000
1,12,55.0,Шохмансур,30.01.2022 12:32,430700
2,3,53.0,102 мкр,30.01.2022 12:32,400000
3,6,82.0,92мкр,30.01.2022 12:29,726000
4,3,82.0,Мардон,30.01.2022 12:09,550000
3,4,80.0,Советский,30.01.2022 12:09,750000
1,4,59.0,Зарафшон,30.01.2022 12:09,160000
1,10,49.0,,30.01.2022 12:05,260000
2,10,60.0,103 мкр,30.01.2022 11:59,480000
1,0,17.0,Мясокомбинат,30.01.2022 11:59,30000
2,4,56.0,92 мкр,30.01.2022 11:58,479000
1,18,48.0,Фирдавси,30.01.2022 11:54,234000
5,1,50,,30.01.2022 11:45,580000
2,2,48.0,Сино,30.01.2022 11:43,355000
2,4,48.0,Политехникум,30.01.2022 11:38,420000
2,1,40.0,Асадулло Гуломов 18/1,30.01.2022 11:34,420000
4,6,89.0,,30.01.2022 11:32,460000
